appid,name,developer,publisher,score_rank,owners,owners_variance,players_forever,players_forever_variance,players_2weeks,players_2weeks_variance,average_forever,average_2weeks,median_forever,median_2weeks,ccu,price,Free to Play,MOBA,Strategy,Multiplayer,Team-Based,Action,e-sports,Online Co-Op,Competitive,PvP,RTS,Difficult,RPG,Tower Defense,Fantasy,Co-op,Character Customization,Replay Value,Action RPG,Simulation
348710,Saint Seiya: Soldiers Soul,DIMPS,BANDAI NAMCO Entertainment,77,31037,5185,26280,4771,4078,1879,686,182,384,140,210,1249,,,,28,,79,,,,,,,,,,,,,,
209390,Dungeonbowl Knockout Edition,Cyanide,Cyanide,1,28092,4933,13366,3403,0,0,212,0,130,0,0,1499,,,30,,,,,,,,,,,,8,,,,,
238630,Fist Puncher,Team2Bit,Adult Swim Games,37,38287,5759,24241,4582,0,0,214,0,103,0,0,999,,,,,,31,,,,,,,,,,,,,,
515470,Hyper color ball,Czester16,Back To Basics Gaming,18,28319,4953,17218,3862,2945,1597,220,179,199,213,54,99,,,,,,,,,,,,,,,,,,,,20
413010,Conflicks - Revolutionary Space Battles Demo,,,,41685,6009,1322,1830,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
317510,Beyond Gravity,Qwiboo Ltd,Qwiboo Ltd,70,35115,5515,25147,4667,667,1306,128,53,74,53,1,199,,,,,,30,,,,,,,,,,,,,,
320320,Darkstone,Delphine Software,Microids,32,29225,5031,6117,2302,661,1294,354,23,65,23,7,499,,,,,,34,,,,,,,37,,,,,,,
257790,Riptide GP2,Vector Unit,Vector Unit,73,29225,5031,18804,4036,667,1306,242,78,148,78,0,699,,,,11,,32,,,,,,,,,,,,,,25
396480,Battlestation: Harbinger,Bugbyte Ltd.,Bugbyte Ltd.,52,30811,5166,22655,4430,1359,1085,657,1094,221,2168,22,999,,,34,,,29,,,,,,,,,,,,,,27
287580,Pandora: First Contact,Proxy Studios,Slitherine Ltd.,23,35342,5533,28319,4953,0,0,755,0,329,0,21,2999,,,81,28,,,,,,,,,,,,,,13,,30
319550,The Collider,Shortbreak Studios s.c.,Shortbreak Studios s.c.,77,29905,5090,26053,4751,680,767,117,13,61,13,2,299,,,,,,,,,,,,,,,,,,,,
3960,Shattered Union,PopTop,2K Games,4,36701,5638,14046,3488,667,1306,453,330,89,330,0,499,,,27,,,,,,,,,,,,,,,,,
341780,Chronicles of a Dark Lord: Episode II War of The Abyss,Kisareth Studios,Kisareth Studios,12,31264,5204,13140,3374,0,0,362,0,247,0,0,299,,,,,,,,,,,,,36,,12,,,,,
533710,Torch Cave 2,Crimson Duck Studios,Crimson Duck Studios,19,30811,5166,22655,4430,1359,1085,215,117,211,127,13,399,,,,,,33,,,,,,21,,,,,,,,
269310,Infectonator : Survivors,Toge Productions,Toge Productions,29,29678,5070,27866,4913,1133,990,549,258,235,502,0,1199,,,64,10,,40,,,,,7,,40,36,,,,,,50
581860,Luci:Horror Story,POWER best,POWER Industries,70,29905,5090,26733,4812,13593,3431,264,257,269,269,121,199,,,,,,,,,,,,,,,,,,,,
302460,I Am Vegend,Appmania/i-Free,Libredia,6,27413,4873,4758,2030,0,0,21,0,15,0,0,299,,,,,,,,,,,,,,,,,,,,
321030,One Day For Ched,BS1 & BSL Team,Strategy First Inc.,11,31717,5242,4078,1879,0,0,12,0,12,0,0,399,,,,,,10,,,,,,,,,,,,,,
338060,Mahjong Pretty Girls Battle,Zoo Corporation,Zoo Corporation,20,27186,4853,20616,4226,1322,1830,291,47,216,93,4,1499,,,,,,,,,,,,,,,,,,,,
501690,Torch Cave,Crimson Duck Studios,Crimson Duck Studios,10,35795,5568,27866,4913,4304,1931,237,208,241,238,11,399,,,,,,,,,,,,11,,,11,,,,,
341980,Dispatcher,CivilSavages,CivilSavages,20,22882,4452,15405,3653,1034,1168,109,4,51,6,4,499,,,,19,,31,,,,,,,5,,,13,,,,
477270,Lightsaber VR,Andreas Hager Gaming,Andreas Hager Gaming,67,31264,5204,29452,5051,2039,1329,77,34,35,40,11,399,,,,,,23,,,,,,,,,,,,,,22
235700,Sniper Elite: Zombie Army,,,,28772,4992,23561,4518,1029,1162,286,29,211,33,9,0,,,,,,,,,,,,,,,,,,,,
486310,Meadow,Might and Delight,Might and Delight,70,34436,5462,31264,5204,2945,1597,280,169,102,132,62,299,,,,11,,,,,,,,,,,,,,,,
310700,Super Win the Game,Minor Key Games,Minor Key Games,77,33076,5353,20843,4249,661,1294,223,15,195,15,8,799,,,,,,38,,,,,,9,,,11,,,,,
42810,For The Glory,Crystal Empire Games,Paradox Interactive,43,23561,4518,9515,2871,714,1397,1975,260,779,260,0,999,,,26,,,,,,,,,,,,,,,,,
463180,Super Blue Fighter,Herrero Games,Herrero Games,54,34209,5444,28319,4953,714,1397,199,136,204,136,2,199,,,,,,23,,,,,,,,,,,,,,
291450,Smugglers 5,Niels Bauer Games,Niels Bauer Games,16,29225,5031,11781,3194,0,0,533,0,308,0,0,999,,,36,,,,,,,,,,28,,,,,,,30
12560,Ride! Carnival Tycoon,Gabriel Entertainment,"ValuSoft, Retroism",3,29678,5070,11554,3164,0,0,65,0,38,0,0,199,,,,,,,,,,,,,,,,,,,,26
453960,Envy the Dead,Kazakov Oleg,Kazakov Oleg,32,30584,5147,24921,4646,3172,1657,223,194,204,219,17,99,,,26,,,,,,,,,,27,,,,,,,25
80000,APOX,BlueGiant Interactive,BlueGiant Interactive,2,32623,5316,19710,4132,0,0,162,0,73,0,0,1499,,,29,,,24,,,,,8,,,,,,,,,
3450,Typer Shark! Deluxe,"PopCap Games, Inc.","PopCap Games, Inc.",67,25827,4730,8835,2766,0,0,5620,0,1344,0,0,499,,,,,,,,,,,,,,,,,,,,
35030,Championship Manager 2010,,,,28092,4933,21749,4340,664,918,4255,811,412,811,29,0,,,,,,,,,,,,,,,,,,,,
415310,TyranoBuilder Visual Novel Studio Demo,,,,41685,6009,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
421700,Sakura Santa,Winged Cloud,Winged Cloud,65,31037,5185,15859,3706,2068,1652,130,54,92,48,4,999,,,,,,,,,,,,,,,,,,,,
1002,Rag Doll Kung Fu,Mark Healey,Mark Healey,32,33303,5371,10874,3069,0,0,119,0,29,0,0,999,,,,5,,,,,,,,,,,,,,,,
46830,Ironclads: Anglo Russian War 1866,Totem games,Strategy First,3,31944,5260,3398,1715,0,0,127,0,64,0,0,999,,,25,,,,,,,,,,,,,,,,,
209750,Cannon Fodder 3,Burut CT,Game Factory Interactive,11,35342,5533,9515,2871,0,0,189,0,53,0,0,1499,,,,,,27,,,,,,,,,,,,,,
324110,Moto Racer Collection,Microids,Microids,12,21749,4340,7250,2506,0,0,7,0,3,0,0,999,,,,,,,,,,,,,,,,,,,,
32140,Midnight Mysteries: The Edgar Allan Poe Conspiracy,MumboJumbo,MumboJumbo,39,28545,4973,11554,3164,0,0,261,0,189,0,0,999,,,,,,,,,,,,,,,,,,,,
200350,Starvoid,,,,29678,5070,9062,2802,0,0,791,0,20,0,1,0,,,,,,,,,,,,,,,,,,,,
376310,Otherland,Drago Entertainment,otherland co-production GmbH,5,36475,5621,14046,3488,0,0,127,0,27,0,2,0,10,,,,,,,,,,,,27,,,,,,,
256370,MXGP - The Official Motocross Videogame,Milestone S.r.l.,"Plug In Digital, Milestone S.r.l.",43,32623,5316,28545,4973,2039,1329,1070,90,387,137,25,1999,6,,,20,,10,,,,,,,,,,,,,,65
333250,Forward to the Sky,Animu Game,Animu Game,65,34209,5444,21975,4363,686,949,100,72,61,72,3,799,,,,,,51,,,,,,,41,,,,,,,
449440,The Big Elk,Anatoliy Loginovskikh,Anatoliy Loginovskikh,62,27866,4913,22202,4385,2266,1401,190,95,200,121,18,499,,,32,,,24,,,,,,,,12,,,,,,
489460,The Last Leviathan,Super Punk Games,Super Punk Games,65,31037,5185,28319,4953,1133,990,210,121,99,124,15,999,,,45,,,39,,,,,,,,,,,,,,47
303510,Dungeons: The Eye of Draconus,SuckerFree Games,SuckerFree Games,7,28319,4953,19936,4156,667,1306,169,30,87,30,1,399,,,,,,43,,7,,,,,,,,19,,,,
337940,X-note,Zeiva Inc,Zeiva Inc,56,29678,5070,17897,3937,0,0,188,0,192,0,0,1999,,,,,,,,,,,,,,,,,,,,26
348840,UFHO2,"Tiny Colossus, Ciro Continisio",Tiny Colossus,77,34889,5497,2266,1401,0,0,53,0,89,0,0,0,,,35,,,,,,,,,,,,,,,,,
267670,Realms of Arkania 1 - Blade of Destiny Classic,attic Entertainment Software GmbH,United Independent Entertainment GmbH,16,35115,5515,20616,4226,0,0,196,0,99,0,0,399,,,,,,,,,,,,,48,,11,,,,,
18480,Mata Hari,4Head Studios,Viva Media,15,31037,5185,5437,2170,667,1306,169,154,98,154,0,999,,,,,,,,,,,,,,,,,,,,
323460,Raiden IV: OverKill,"Moss Co., Ltd.","H2 Interactive Co., Ltd.",62,29452,5051,20843,4249,1992,1591,140,50,63,39,7,1499,,,,,,26,,,,,,,,,,,,,,
533860,Multimirror,Cleverweek,Cleverweek,3,32397,5297,5664,2215,996,1125,129,261,81,455,0,499,,,,,,,,,,,,,,,,,,,,
497850,8-Bit Hordes,Petroglyph,Petroglyph,62,27413,4873,22429,4408,2945,1597,208,69,103,82,29,749,,,47,9,,,,,,,29,,,,5,,,,,30
380150,STASIS,THE BROTHERHOOD,"THE BROTHERHOOD, Daedalic Entertainment",56,36248,5604,24921,4646,1029,1162,378,83,246,127,28,1999,,,,,,,,,,,,,,,,,,,,
392580,WARSHIFT,Cyril Megem,Nominia Ltd,47,24921,4646,20163,4179,1660,1452,82,13,48,24,8,1299,,,60,5,,54,,,,,46,,42,,,,,,,
428630,White Mirror,GDNomad,GDNomad,17,36248,5604,28998,5012,2492,1469,651,297,241,333,10,199,,,,,,,,,,,,,,,,,,,,
46710,Ironclads: High Seas,Totem Games,Strategy First,5,32170,5279,5211,2124,0,0,101,0,19,0,0,999,,,21,,,,,,,,,,,,,,,,,
338420,Alum,Crashable Studios,N/A,31,25600,4709,4304,1931,0,0,20,0,21,0,0,499,,,,,,,,,,,,,21,,,,,,,
387840,Alpha Runner,LightsoutGames,Lightsoutgames,62,33303,5371,22202,4385,1034,1168,271,120,204,178,2,49,,,,,,,,,,,,,,,,,,,,
540610,Delicious! Pretty Girls Mahjong Solitaire,Zoo Corporation,Zoo Corporation,73,30131,5109,22429,4408,3172,1657,311,120,228,112,27,99,,,,,,,,,,,,,,,,,,,,
280910,T.E.C. 3001,Phoenix Game Studio,BulkyPix,77,36248,5604,28319,4953,0,0,146,0,95,0,2,399,,,,,,35,,,,,,,,,,,,,,
414080,Life is Hard,"Pirozhok Studio, Vitaliy Ruzankin",Pirozhok,43,26733,4812,17671,3912,0,0,187,0,166,0,2,899,,,31,,,,,,,,,,,,,,,,,27
12510,Prison Tycoon 3: Lockdown,"Gamebryo, Virtual Playground","ValuSoft, Retroism",0,32397,5297,15859,3706,0,0,405,0,98,0,0,999,,,25,,,,,,,,,,,,,,,,,5
266940,Alex Hunter - Lord of the Mind,Alawar,Viva Media,50,29905,5090,16765,3811,667,1306,328,268,237,268,0,699,,,,,,,,,,,,,,,,,,,,
567280,Cube Runner,Just1337 Studio,Just1337 Publisher,80,26506,4792,14499,3544,4078,1879,149,101,165,132,83,49,,,,,,21,,,,,,,,,,,,,,
421810,OH! RPG!,RosePortal Games,Aldorlea Games,47,28545,4973,18577,4011,0,0,120,0,57,0,4,299,,,27,,,,,,,,,,36,,,,,,,
295730,Sweezy Gunner,Windybeard,Windybeard,62,30358,5128,20163,4179,661,1294,162,1,104,1,2,199,,,,,,32,,,,,,,,,,,,,,
24640,Trainz: Classic Cabon City,N3V Games,N3V Games,2,29452,5051,4984,2078,0,0,30,0,11,0,0,1999,,,,,,,,,,,,,,,,,,,,26
384930,Pilot Crusader,RadLabGaming,,2,32850,5334,3651,2154,0,0,9,0,7,0,0,0,,,,,,24,,,,,,,,,,,,,,
255260,Pro Cycling Manager 2014,Cyanide Studio,Focus Home Interactive,25,25600,4709,23108,4474,906,886,6313,1115,2744,2080,0,999,,,,,,,,,,,,,,,,,,,,58
375900,TrackmaniaÂ® Turbo,Nadeo,Ubisoft,18,30584,5147,28998,5012,2266,1401,691,26,403,38,42,3999,,,,52,,22,,,17,,,28,,,,22,,,,
24650,Trainz: Settle & Carlisle,N3V Games,N3V Games,3,31037,5185,3625,1772,0,0,56,0,50,0,0,1999,,,,,,,,,,,,,,,,,,,,26
110600,Astro Tripper,PomPom,Pom Pom Games,10,31717,5242,9515,2871,0,0,65,0,13,0,0,499,,,,,,29,,,,,,,,,,,,,,
278530,3 Stars of Destiny,Aldorlea Games,Degica,17,31717,5242,20163,4179,661,1294,418,104,273,104,2,1499,,,,,,,,,,,,,63,,12,,,12,,
438100,VRChat,VRChat Inc.,VRChat Inc.,47,29225,5031,20616,4226,10648,3037,77,68,24,23,45,0,50,,,,,,,,,,,,,,,,,,,30
312370,"Warhammer 40,000: Armageddon","Flashback Games, The Lordz Games Studio",Slitherine Ltd.,45,30358,5128,28772,4992,1372,1342,2378,125,721,239,29,3999,,,78,36,,,,,,,,,,,,,,12,,
3220,SpaceForce: Rogue Universe,,,,31037,5185,17897,3937,0,0,225,0,57,0,2,0,,,,,,,,,,,,,,,,,,,,
463250,One Tower,SkyReacher Entertainment,SkyReacher Entertainment,18,23788,4539,4304,1931,0,0,20,0,22,0,0,0,45,22,31,11,,,20,,,20,20,,,,,,,,,
538590,Sleeping Valley,White Dog,White Dog,5,29225,5031,17671,3912,680,767,161,90,167,90,2,399,,,,,,33,,,,,,,,,,11,,,,
394280,Dark Heritage: Guardians of Hope,"World Loom, House of Fables",Artifex Mundi,15,26053,4751,14726,3571,1724,1508,268,113,225,134,4,999,,,,,,,,,,,,,,,,,,,,
307920,Wildlife Park 2 - Farm World,b-alive gmbh,b-alive gmbh,28,29905,5090,12460,3285,1334,1847,318,131,134,192,0,279,,,26,,,,,,,,,,,,,,,,,27
46760,Ironclads: Schleswig War 1864,Totem Games,Strategy First,1,31037,5185,2945,1597,0,0,42,0,58,0,0,999,,,22,,,,,,,,,,,,,,,,,
207670,AVSEQ,Big Robot Ltd,Big Robot Ltd,6,31264,5204,9515,2871,0,0,19,0,8,0,0,199,,,,,,,,,,,,,,,,,,,,
568450,Hoplite,Brimo Studio,Brimo Studio,43,30811,5166,27866,4913,9515,2871,206,185,210,204,0,49,,,,,,22,,,,,,,,,,,,,,
336200,Starlaxis Supernova Edition,Spiderwork Games,rokapublish GmbH,23,24467,4604,14952,3599,0,0,203,0,185,0,0,699,,,35,,,34,,,,,,,,,,,,,,
366230,BASEBALL STARS 2,DotEmu,SNK CORPORATION,25,30131,5109,3851,1826,0,0,8,0,10,0,0,799,,,,,,,,,,,,,,,,,,,,
463270,Ghost,@unepic_fran,@unepic_fran,90,29452,5051,24014,4561,1359,1085,655,237,402,333,25,1299,,,,,,49,,,,,,,,,,,,,,
357930,R.O.O.T.S,reMaginarium,reMaginarium,23,32623,5316,6117,2302,0,0,46,0,14,0,0,299,,,23,,,,,,,,,,,,,,,,,
294460,Fenix Rage,Green Lava Studios,Reverb Triple XP,67,35115,5515,20390,4203,714,1397,196,5,98,5,2,1499,,,,,,27,,,,,,14,,,,,,,,
319270,Great Permutator,Ripatti Software,Ripatti Software,67,33303,5371,17444,3887,0,0,183,0,123,0,3,699,,,23,,,,,,,,,8,,,,,,,,
279900,Soul Axiom,Wales Interactive,Wales Interactive,29,35115,5515,12234,3255,0,0,341,0,225,0,0,1999,,,,,,,,,,,,,,,16,,,,,
65950,NBA 2K11,,,,28545,4973,15405,3653,0,0,7676,0,2372,0,7,0,,,,,,,,,,,,,,,,,,,,
316160,Broken Sword 4 - the Angel of Death,Sumo Digital Ltd,Revolution Software Ltd,8,25827,4730,4531,1981,714,1397,457,30,476,30,0,599,,,,,,,,,,,,,,,,,,,,
419080,Bridge Constructor Stunts,ClockStone,Headup Games,35,30358,5128,8835,2766,661,1294,36,30,14,30,1,999,,,,,,,,,,,,,,,,,,,,23
463100,Liveza: Death of the Earth,Nikita Nefedov,Sometimes You,29,29905,5090,21522,4318,1812,1253,216,187,210,210,9,199,,,,,,,,,,,,,,,,,,,,
351340,Belladonna,Neckbolt,Black Shell Media,41,28772,4992,14273,3516,1379,1349,472,108,334,173,2,699,,,,,,,,,,,,,,,,,,,,
3500,Mystery P.I.: The Lottery Ticket,SpinTop Games,"PopCap Games, Inc.",15,23561,4518,6343,2344,686,949,558,12,461,12,0,499,,,,,,,,,,,,,,,,,,,,
49320,Woody Two-Legs Attack of the Zombie Pirates,Nitro Games,Nitro Games,14,28545,4973,12007,3225,0,0,30,0,18,0,0,499,,,,,,,,,,,,,,,,,,,,
491530,Notruf 112,Crenetic GmbH Studios,Aerosoft GmbH,18,26053,4751,25374,4688,10421,3004,617,95,369,60,194,3499,,,,7,,,,,,,,,,,,,,,,56
367000,Fine Sweeper,Pixel Prophecy,Pixel Prophecy,67,35568,5551,21749,4340,667,1306,132,123,78,123,5,399,,,,,,,,,,,,,,,,,,,,
512640,Final Quest,RPG Video,Back To Basics Gaming,11,27866,4913,14046,3488,2266,1401,218,155,206,199,3,99,,,,,,,,,,,,,21,,,,,,,
404690,This Book Is A Dungeon,Nathan Meunier,Black Shell Media,39,25827,4730,11781,3194,1427,1976,196,62,155,124,0,499,,,,,,,,,,,,,6,,,,,,,
3520,Mystery PI: The Vegas Heist,SpinTop Games,"PopCap Games, Inc.",31,24241,4582,5890,2259,661,1294,861,1,441,1,0,499,,,,,,,,,,,,,,,,,,,,
377860,Mushihimesama,"CAVE Interactive CO.,LTD.",Degica,95,28772,4992,23788,4539,686,949,365,2,72,2,7,1999,,,,,,38,,,,,,18,,,,,,,,
342640,Pixel Privateers,Quadro Delta,Re-Logic,67,23108,4474,20843,4249,20843,4249,289,289,168,168,1616,1274,,,,7,,36,,,,,,,40,,,11,,,,26
499950,Metal Assault - Gigaslave - Europe,,,,30131,5109,20390,4203,661,1294,75,14,27,14,0,,,,,,,,,,,,,,,,,,,,,
496190,Senza Peso,Kite & Lightning,Kite & Lightning,80,33983,5426,15859,3706,1133,990,42,21,14,25,0,0,,,,,,,,,,,,,,,,,,,,
395570,We Are The Dwarves,Whale Rock Games,Whale Rock Games,50,27413,4873,16085,3733,2266,1401,112,101,79,118,11,2499,,,19,,,42,,,15,,,,,,,,,,,
293240,Cosmochoria,Nate Schmold,30/30,80,30131,5109,24921,4646,661,1294,248,11,117,11,5,999,,,24,,,34,,,,,,,,,,,,,,
301420,Third Eye Crime,Moonshot Games,Gameblyr,28,26280,4771,4758,2030,0,0,43,0,12,0,0,499,,,,,,22,,,,,,,,,,,,,,
307900,Wildlife Park 2 - Marine World,b-alive gmbh,b-alive gmbh,32,28319,4953,13820,3460,667,1306,168,280,75,280,0,399,,,27,,,,,,,,,,,,,,,,,28
24660,Trainz: Murchison 2,N3V Games,N3V Games,11,29452,5051,2719,1534,0,0,15,0,17,0,0,0,,,,,,,,,,,,,,,,,,,,28
222500,Rail Adventures - VR Tech Demo,exosyphen studios,exosyphen studios,6,29225,5031,12007,3225,686,949,7,3,4,3,0,0,25,,,,,25,,,,,,,,,,,,,,
339580,Ember,N-Fusion Interactive,505 Games,45,24241,4582,16765,3811,689,954,398,60,97,60,21,999,,,24,,,,,,,,,,47,,36,,,,29,
262210,Last Knight: Rogue Rider Edition,Toco Games,Toco Games,52,26506,4792,19030,4060,667,1306,169,68,130,68,0,799,,,,,,31,,,,,,,,,7,,11,,,
262850,The Journey Down: Chapter Two,SkyGoblin,SkyGoblin,95,28319,4953,13820,3460,686,949,231,219,218,219,0,1099,,,,,,,,,,,,,,,,,,,,
418120,Callys Caves 3,VDO Games,VDO Games,56,28998,5012,19483,4108,661,1294,383,1,248,1,6,699,,,,,,40,,,,,,,38,,,,,,,
396800,12 Labours of Hercules IV: Mother Nature,"Jetdogs Studios, Zoom Out Games",Jetdogs Studios,77,32397,5297,23561,4518,1328,1299,408,324,255,451,9,50,,,32,,,,,,,,,,,,,,,,,
327740,Tron 2.0,"Monolith Productions, Inc.",Disney Interactive,65,33076,5353,17444,3887,0,0,212,0,48,0,10,999,,,,9,,49,,,,,,,15,,,,,,,
333650,Pahelika: Revelations HD,Ironcode Gaming,Ironcode Gaming,2,36475,5621,5437,2170,0,0,40,0,40,0,0,999,,,24,,,,,,,,,,,,,,,,,
457230,Atlas Reactor VR Character Viewer,Trion Worlds,Trion Worlds,95,37381,5690,6570,2385,661,1294,20,2,7,2,0,0,,,20,,,,,,,,,,,,,,,,,
33540,Dawn of Magic 2,,,14,30358,5128,6797,2426,0,0,67,0,42,0,0,0,,,,,,,,,,,,,,,,,,,,
246800,BeatBlasters III,Chainsawesome Games,Chainsawesome Games,7,25827,4730,16312,3759,0,0,169,0,74,0,0,999,,,,,,25,,,,,,,,,,,,,,
3440,Rocket Mania! Deluxe,"PopCap Games, Inc.","PopCap Games, Inc.",93,24694,4625,8382,2694,0,0,568,0,24,0,0,499,,,,,,,,,,,,,,,,,,,,
442220,Battle Cars,Inane Games,Inane Games,21,39193,5827,7023,2466,667,1306,9,4,6,4,0,0,21,,,,,35,,,,,,,,,,,,,,21
219800,Pro Cycling Manager 2013,Cyanide,Focus Home Interactive,32,28092,4933,25374,4688,0,0,2976,0,1115,0,0,999,,,,,,,,,,,,,,,,,,,,
347040,Keebles,Burnt Fuse,Green Man Gaming Publishing,65,26506,4792,12460,3285,1359,1085,259,124,280,148,0,999,,,,,,22,,,,,,,,,,,,,,
441920,Dovetail Games Flight School,Dovetail Games,Dovetail Games,11,24014,4561,17671,3912,1133,990,322,20,159,22,27,1499,,,,,,16,,,,,,,,,,12,,,,69
409380,Among the Heavens,"Jetdogs Studios, CorePunch Gamestudio",Jetdogs Studios,62,29678,5070,21975,4363,0,0,231,0,214,0,4,299,,,,,,,,,,,,,,,,,,,,21
206410,Crazy Machines Elements,Fakt Software,Viva Media,41,28772,4992,9289,2836,0,0,105,0,31,0,0,999,,,23,,,,,,,,,,,,,,,,,
299030,Blood: One Unit Whole Blood,Monolith Productions,Atari,77,32623,5316,26280,4771,1334,1847,142,6,47,7,8,499,,,,,,48,,,,,,,,,,,,,,
339130,Morningstar: Descent to Deadrock,Red Herring Labs,Phoenix Online Publishing,87,28092,4933,16765,3811,1034,1168,174,124,162,150,3,999,,,,,,,,,,,,,,,,,,,,
415480,Hyperdevotion Noire: Goddess Black Heart,"Idea Factory, Compile Heart, Sting",Idea Factory International,62,25600,4709,13820,3460,906,886,661,719,326,983,21,2999,,,42,,,,,,,,,,41,,,,,,,
466790,PixBit,Hipix Studio,Dagestan Technology,12,37154,5673,22882,4452,2266,1401,206,241,210,306,5,199,,,,,,22,,,,,,,,,,,,,,
29120,Yumsters! 2: Around the World!,KranX Productions,KranX Productions,41,31264,5204,5211,2124,0,0,111,0,13,0,0,499,,,,,,,,,,,,,,,,,,,,
416680,Zombie Night Terror,NoClip,Gambitious Digital Entertainment,87,28772,4992,26280,4771,661,1294,236,2,124,2,16,1299,,,54,,,47,,,,,,,,,,,,,,
448350,Case #8,Peace,Peace,20,21749,4340,18804,4036,1359,1085,235,248,208,347,4,399,,,,,,,,,,,,,,,,,,,,
337360,Dead Island Retro Revenge,Empty Clip Studios,Deep Silver,8,26506,4792,4984,2078,661,1294,112,1,14,1,1,499,,,,,,26,,,,,,,,,,,,,,
345610,The Fruit of Grisaia,Frontwing,Sekai Project,93,26733,4812,19483,4108,1372,1342,921,276,283,408,20,3999,,,,,,,,,,,,,,,,,,,,
204440,Pickers,MumboJumbo,MumboJumbo,52,25827,4730,10195,2972,686,949,555,259,171,259,0,999,,,,,,,,,,,,,,,,,,,,
205090,BIT.TRIP FLUX,Gaijin Games,Gaijin Games,14,27639,4893,9742,2905,0,0,65,0,49,0,0,999,,,,,,27,,,,,,,,,,,,,,
470260,Event[0],Ocelot Society,Ocelot Society,50,22202,4385,17444,3887,1359,1085,190,156,175,254,15,1999,,,,,,,,,,,,,,,,,,,,
528080,Night Forest,Brimo Studio,Dagestan Technology,4,22655,4430,18804,4036,3172,1657,224,263,209,294,0,199,,,,,,22,,,,,,,,,,,,,,
535760,Unforgiving Trials: The Space Crusade,Amaterasu Software,Amaterasu Software,43,31717,5242,25374,4688,3398,1715,207,219,222,269,9,99,,,,,,,,,,,,,22,,,,,,,
313040,Pixel Hunter,Lemondo Entertainment,Lemondo Entertainment,9,34889,5497,10421,3004,0,0,29,0,16,0,0,299,,,,,,26,,,,,,,,,,,,,,
3340,AstroPop Deluxe,"PopCap Games, Inc.","PopCap Games, Inc.",70,23108,4474,7703,2583,0,0,1183,0,24,0,0,499,,,,,,,,,,,,,,,,,,,,
342560,Airships: Conquer the Skies,David Stark,David Stark,95,25147,4667,24014,4561,3851,1826,602,510,354,397,118,999,,,53,,,44,,,,,25,,,,,,,,,29
490940,Darconika: The Cube of Soul,Viktor Lazarev,Dagestan Technology,6,27186,4853,16085,3733,3172,1657,197,183,196,158,20,399,,,,,,,,,,,,,,,,,,,,
533820,Atonement 2: Ruptured by Despair,Astronomic Games,New Reality Games,50,28545,4973,16765,3811,667,1306,183,183,186,183,0,599,,,,,,,,,,,,,23,,,,,,,
306480,Wildlife Park 2 - Crazy Zoo,b-alive gmbh,b-alive gmbh,21,28319,4953,11101,3101,661,1294,162,17,109,17,0,399,,,31,,,,,,,,,,,,,,,,,29
339290,Castle,Snails Animation,Snails Animation,25,26960,4833,18577,4011,0,0,123,0,72,0,1,499,,,,,,21,,,,,,11,,,,,,,,
390200,Queens Quest: Tower of Darkness,Brave Giant LTD,Artifex Mundi,25,22655,4430,12913,3344,714,1397,251,188,212,188,0,999,,,,,,,,,,,,,,,,,,,,
458470,Grim Legends 3: The Dark City,Artifex Mundi,Artifex Mundi,84,26053,4751,13366,3403,680,767,341,170,272,170,32,499,,,,,,,,,,,,,,,,,,,,
283160,House of the Dying Sun,"Marauder Interactive, LLC","Marauder Interactive, LLC",73,28545,4973,22429,4408,1379,1349,148,27,71,50,9,1999,,,,,,30,,,,,,,,,,,,,,30
384400,Hordelicious,Marko Silvasvuori,Black Shell Media,47,27866,4913,5211,2124,0,0,82,0,53,0,1,399,,,,,,26,,,,,,,,,,,,,,
348470,SAMURAI WARRIORS 4-II,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",45,29905,5090,25600,4709,4758,2030,1251,570,609,423,89,4999,,,,12,,66,,,,,,,,,,5,22,,,
2720,ThreadSpace: Hyperbol,Iocaine Studios,Atari,43,26733,4812,4758,2030,0,0,73,0,25,0,0,999,,,25,,,26,,,,,,,,,,,,,,
3510,Amazing Adventures: The Lost Tomb,SpinTop Games,"PopCap Games, Inc.",43,23561,4518,8382,2694,0,0,714,0,536,0,0,499,,,,,,,,,,,,,,,,,,,,
340830,Razenroth,Enitvare,Enitvare,62,34662,5480,24014,4561,1133,990,237,181,204,228,12,499,,,,,,25,,,,,,,28,,,,,,,
322900,"War, the Game",GabberGames.com,GabberGames.com,34,30584,5147,21296,4295,906,886,207,48,176,92,8,699,,,42,,,,,,,,11,,,,,,,,,
46700,Ironclads: American Civil War,Totem Games,Strategy First,1,31037,5185,6343,2344,0,0,141,0,19,0,0,999,,,25,,,,,,,,,,,,,,,,,
361850,Portal of Evil: Stolen Runes Collectors Edition,8Floor,8Floor,80,34436,5462,5664,2215,0,0,211,0,224,0,0,699,,,,,,,,,,,,,,,,,,,,
343560,Bob Was Hungry,Shorebound Studios,Shorebound Studios,73,30358,5128,22882,4452,1328,1299,251,80,212,145,7,999,,,,,,,,,,,,13,,,,13,,,,
